neighbourhood_group,room_type,minimum_nights,amenity_score,number_of_reviews,availability_365,price_class
Manhattan,Private room,2.0,34.5,2.0,43.0,1
Brooklyn,Entire home/apt,2.0,43.0,0.0,13.0,1
Queens,Entire home/apt,1.0,47.2,0.0,163.0,1
Brooklyn,Private room,6.0,36.2,0.0,12.0,1
Manhattan,Entire home/apt,3.0,67.1,4.0,133.0,2
Brooklyn,Private room,1.0,,33.0,298.0,1
Manhattan,Entire home/apt,3.0,,0.0,0.0,1
Manhattan,Private room,1.0,75.2,2.0,0.0,2
Brooklyn,Entire home/apt,2.0,52.6,3.0,0.0,1
Brooklyn,Entire home/apt,2.0,63.7,175.0,139.0,2
Queens,Entire home/apt,1.0,63.6,21.0,85.0,2
Manhattan,Entire home/apt,2.0,74.4,4.0,129.0,2
Manhattan,Entire home/apt,4.0,82.5,17.0,319.0,3
Brooklyn,Private room,10.0,26.7,8.0,153.0,0
Brooklyn,Entire home/apt,20.0,37.7,10.0,45.0,1
Manhattan,Private room,3.0,28.5,1.0,0.0,1
Manhattan,Entire home/apt,3.0,65.1,3.0,0.0,2
Brooklyn,Entire home/apt,4.0,88.1,0.0,19.0,3
Manhattan,Entire home/apt,3.0,45.7,6.0,0.0,1
Staten Island,Private room,2.0,21.8,157.0,324.0,0
Manhattan,Private room,3.0,49.7,0.0,0.0,1
Manhattan,Entire home/apt,3.0,40.2,16.0,20.0,1
Brooklyn,Entire home/apt,2.0,51.4,2.0,0.0,1
Manhattan,Entire home/apt,1.0,78.9,22.0,0.0,2
Manhattan,Entire home/apt,30.0,87.8,0.0,184.0,2
Manhattan,,1.0,57.6,14.0,147.0,1
Queens,Private room,,69.9,4.0,332.0,2
Brooklyn,Entire home/apt,3.0,66.1,9.0,0.0,1
Brooklyn,Private room,3.0,38.1,11.0,160.0,1
Queens,Entire home/apt,2.0,32.5,0.0,149.0,1
Manhattan,Private room,4.0,51.5,4.0,2.0,1
Queens,Private room,1.0,38.9,281.0,322.0,1
Manhattan,Private room,1.0,45.4,9.0,352.0,1
Brooklyn,Private room,1.0,10.1,4.0,0.0,0
Brooklyn,Private room,14.0,51.0,1.0,0.0,1
Manhattan,Private room,2.0,46.8,6.0,0.0,1
Manhattan,Private room,1.0,32.5,0.0,0.0,0
Brooklyn,Entire home/apt,6.0,53.6,30.0,0.0,1
Brooklyn,Private room,3.0,54.7,103.0,344.0,1
Manhattan,Private room,6.0,49.9,62.0,80.0,1
Manhattan,Private room,3.0,31.8,1.0,0.0,1
Brooklyn,Entire home/apt,2.0,89.1,19.0,328.0,3
Manhattan,Private room,7.0,33.5,25.0,359.0,1
Manhattan,Shared room,14.0,32.4,,318.0,0
Bronx,Private room,,36.5,1.0,363.0,1
Manhattan,,1.0,52.5,3.0,0.0,1
Brooklyn,Entire home/apt,2.0,66.1,51.0,231.0,1
Manhattan,Entire home/apt,3.0,45.3,32.0,16.0,1
Brooklyn,Private room,3.0,33.2,0.0,0.0,1
Brooklyn,Entire home/apt,7.0,54.7,31.0,0.0,1
Brooklyn,Entire home/apt,4.0,61.1,142.0,2.0,1
Brooklyn,Private room,30.0,,1.0,0.0,1
Manhattan,Private room,2.0,46.1,8.0,6.0,1
Queens,Entire home/apt,2.0,32.0,58.0,349.0,0
Brooklyn,Entire home/apt,7.0,57.8,,345.0,2
Queens,Private room,,57.0,0.0,0.0,1
Manhattan,Entire home/apt,30.0,61.7,7.0,188.0,1
Manhattan,Private room,,45.2,0.0,0.0,1
Brooklyn,Private room,15.0,21.2,0.0,0.0,0
Brooklyn,Private room,1.0,10.4,0.0,0.0,0
Brooklyn,Entire home/apt,1.0,29.6,48.0,36.0,1
,Entire home/apt,15.0,31.2,2.0,0.0,1
Manhattan,Shared room,1.0,18.6,0.0,89.0,0
,Private room,1.0,31.2,0.0,355.0,1
Manhattan,Private room,3.0,54.8,86.0,62.0,1
Manhattan,Private room,10.0,14.5,1.0,0.0,0
Staten Island,Private room,1.0,29.5,16.0,365.0,0
Brooklyn,Entire home/apt,5.0,75.0,0.0,24.0,2
Manhattan,Entire home/apt,3.0,64.0,19.0,11.0,2
Queens,Private room,2.0,41.8,55.0,342.0,1
Brooklyn,Entire home/apt,2.0,76.9,76.0,19.0,2
Brooklyn,Entire home/apt,4.0,77.3,8.0,279.0,2
Brooklyn,Private room,2.0,54.9,53.0,,1
Brooklyn,Entire home/apt,4.0,48.3,1.0,0.0,1
Manhattan,Private room,5.0,51.3,39.0,271.0,1
Manhattan,Private room,7.0,41.4,1.0,225.0,1
Queens,Private room,2.0,28.6,0.0,,1
Queens,Private room,1.0,54.3,3.0,84.0,1
Manhattan,Private room,1.0,77.2,0.0,360.0,2
Brooklyn,Entire home/apt,3.0,38.3,57.0,0.0,1
Brooklyn,Private room,30.0,53.8,2.0,0.0,1
Manhattan,Entire home/apt,6.0,48.2,23.0,0.0,1
Manhattan,Entire home/apt,3.0,80.6,,0.0,2
Brooklyn,Entire home/apt,3.0,49.4,14.0,229.0,1
Queens,Private room,2.0,34.7,27.0,353.0,1
Manhattan,Entire home/apt,3.0,90.6,26.0,0.0,3
Manhattan,Entire home/apt,3.0,53.7,0.0,0.0,1
Brooklyn,Private room,1.0,10.2,0.0,0.0,0
Brooklyn,Private room,15.0,20.4,2.0,189.0,0
Manhattan,Private room,1.0,34.2,13.0,,1
Manhattan,Entire home/apt,3.0,60.7,29.0,0.0,1
Brooklyn,Private room,3.0,,3.0,97.0,1
Manhattan,Entire home/apt,,64.4,0.0,0.0,1
Brooklyn,Private room,2.0,35.2,3.0,5.0,1
Manhattan,Entire home/apt,1.0,82.9,0.0,87.0,3
Brooklyn,Private room,1.0,36.0,0.0,0.0,1
Manhattan,Entire home/apt,30.0,69.8,2.0,364.0,2
Queens,Private room,1.0,12.5,44.0,,0
Brooklyn,Private room,1.0,22.0,1.0,0.0,0
Manhattan,Private room,3.0,37.0,5.0,0.0,1
Brooklyn,Entire home/apt,2.0,75.3,2.0,0.0,2
Manhattan,Private room,3.0,30.0,380.0,247.0,1
Brooklyn,Private room,2.0,50.4,2.0,158.0,1
Manhattan,Entire home/apt,30.0,58.9,8.0,332.0,2
Manhattan,Entire home/apt,25.0,47.0,7.0,0.0,1
Brooklyn,Private room,1.0,15.1,5.0,59.0,0
Manhattan,Entire home/apt,30.0,67.4,,281.0,2
Manhattan,Entire home/apt,2.0,77.0,0.0,0.0,2
Staten Island,Private room,10.0,34.7,0.0,89.0,0
Queens,Entire home/apt,5.0,45.8,0.0,0.0,1
Manhattan,Entire home/apt,31.0,65.6,2.0,,2
Brooklyn,Private room,1.0,19.7,24.0,20.0,0
Brooklyn,Private room,14.0,37.2,3.0,64.0,1
Manhattan,Shared room,1.0,37.0,7.0,363.0,1
Manhattan,Entire home/apt,4.0,75.6,3.0,0.0,2
Manhattan,Entire home/apt,5.0,65.4,0.0,0.0,2
Queens,Entire home/apt,1.0,48.9,7.0,304.0,1
Manhattan,Shared room,1.0,34.8,0.0,360.0,1
,Private room,1.0,38.3,34.0,49.0,1
Brooklyn,Entire home/apt,1.0,54.7,2.0,126.0,1
Queens,Entire home/apt,4.0,62.0,31.0,280.0,2
Brooklyn,Private room,2.0,12.3,6.0,0.0,0
Brooklyn,Entire home/apt,5.0,57.6,1.0,305.0,2
Manhattan,Entire home/apt,5.0,71.9,2.0,145.0,2
Brooklyn,Entire home/apt,7.0,83.9,1.0,168.0,2
Manhattan,Private room,2.0,31.6,4.0,0.0,1
Brooklyn,Entire home/apt,4.0,72.1,0.0,13.0,2
Queens,Private room,30.0,35.8,1.0,0.0,1
Brooklyn,,2.0,65.3,191.0,,1
Queens,Shared room,2.0,,0.0,365.0,1
Queens,Private room,30.0,14.3,3.0,311.0,0
,Entire home/apt,30.0,77.7,0.0,311.0,2
Manhattan,Entire home/apt,1.0,69.1,21.0,0.0,2
Brooklyn,Private room,2.0,24.2,22.0,362.0,0
Brooklyn,Entire home/apt,,68.1,0.0,0.0,2
,Private room,1.0,38.1,39.0,353.0,1
Brooklyn,Entire home/apt,2.0,66.9,7.0,0.0,1
,Entire home/apt,1.0,74.4,0.0,25.0,2
Brooklyn,Private room,7.0,30.7,3.0,296.0,0
Brooklyn,Private room,30.0,34.4,15.0,0.0,0
Brooklyn,Entire home/apt,10.0,55.5,1.0,90.0,1
Brooklyn,Private room,2.0,30.6,14.0,275.0,1
Manhattan,Entire home/apt,15.0,72.6,0.0,0.0,2
Manhattan,Entire home/apt,2.0,53.8,,6.0,1
Staten Island,Entire home/apt,1.0,33.1,25.0,12.0,1
Brooklyn,Private room,1.0,41.0,0.0,0.0,1
Brooklyn,Shared room,30.0,33.1,5.0,281.0,0
Brooklyn,Private room,7.0,14.3,2.0,12.0,0
Brooklyn,Entire home/apt,1.0,84.5,13.0,363.0,2
Brooklyn,Entire home/apt,3.0,39.3,2.0,0.0,1
Brooklyn,Entire home/apt,3.0,68.1,182.0,226.0,2
Brooklyn,Entire home/apt,4.0,64.5,,0.0,1
Queens,Entire home/apt,5.0,67.3,1.0,160.0,1
Brooklyn,Private room,21.0,17.3,14.0,48.0,0
Manhattan,Private room,1.0,36.2,1.0,0.0,1
Manhattan,Entire home/apt,1.0,64.0,8.0,0.0,2
Manhattan,Entire home/apt,29.0,73.7,0.0,332.0,2
Manhattan,Private room,1.0,45.2,4.0,0.0,1
Manhattan,Private room,3.0,50.2,,0.0,1
Manhattan,Entire home/apt,5.0,89.1,58.0,339.0,3
Brooklyn,Private room,2.0,,20.0,190.0,1
Manhattan,Private room,1.0,36.9,14.0,359.0,1
Queens,Private room,3.0,51.6,4.0,364.0,1
Brooklyn,Private room,3.0,52.8,19.0,0.0,1
Manhattan,Entire home/apt,3.0,98.3,3.0,324.0,3
Brooklyn,Private room,1.0,35.4,1.0,0.0,1
Brooklyn,Entire home/apt,1.0,52.6,378.0,48.0,1
Brooklyn,Entire home/apt,1.0,62.0,0.0,0.0,1
Manhattan,Private room,1.0,32.2,5.0,63.0,1
Manhattan,Private room,2.0,25.3,86.0,97.0,0
Brooklyn,Private room,5.0,28.7,6.0,13.0,1
Brooklyn,Private room,3.0,27.7,1.0,0.0,0
Manhattan,Private room,1.0,47.8,75.0,359.0,1
Brooklyn,Entire home/apt,1.0,63.2,87.0,151.0,1
Brooklyn,Private room,1.0,49.0,0.0,180.0,1
Brooklyn,Entire home/apt,4.0,59.4,9.0,365.0,1
Manhattan,Entire home/apt,4.0,69.1,32.0,188.0,2
Manhattan,Private room,1.0,53.6,3.0,0.0,1
Manhattan,Private room,3.0,46.2,96.0,134.0,1
Manhattan,Private room,1.0,76.9,,0.0,3
Manhattan,Private room,1.0,69.3,0.0,365.0,2
Brooklyn,Private room,1.0,45.9,0.0,189.0,1
Brooklyn,Entire home/apt,7.0,76.0,3.0,363.0,2
Brooklyn,Entire home/apt,30.0,81.9,2.0,335.0,2
Staten Island,Private room,2.0,17.0,100.0,284.0,0
Brooklyn,Entire home/apt,3.0,60.1,10.0,,1
Queens,Private room,2.0,32.8,8.0,331.0,1
Manhattan,Private room,2.0,42.7,12.0,338.0,1
Manhattan,Private room,5.0,53.9,35.0,320.0,1
Brooklyn,Private room,2.0,45.0,5.0,0.0,1
Brooklyn,Entire home/apt,3.0,46.1,19.0,0.0,1
Brooklyn,Private room,7.0,54.7,1.0,0.0,1
Brooklyn,Entire home/apt,,,207.0,287.0,1
Brooklyn,Entire home/apt,,61.5,16.0,0.0,1
Brooklyn,Private room,2.0,42.4,26.0,362.0,1
Manhattan,Private room,2.0,35.9,1.0,0.0,1
Brooklyn,Private room,2.0,32.8,6.0,0.0,1
Manhattan,Private room,1.0,49.1,0.0,359.0,1
Queens,Private room,30.0,51.2,2.0,1.0,1
,Entire home/apt,1.0,75.1,108.0,269.0,2
Manhattan,Entire home/apt,2.0,55.7,28.0,179.0,1
Manhattan,Entire home/apt,12.0,77.1,0.0,320.0,3
Manhattan,Entire home/apt,2.0,75.3,4.0,75.0,2
Brooklyn,Entire home/apt,5.0,56.2,2.0,25.0,1
Brooklyn,Private room,,,1.0,0.0,0
Manhattan,Entire home/apt,2.0,64.4,8.0,0.0,2
Brooklyn,Private room,1.0,37.9,1.0,0.0,1
Manhattan,Entire home/apt,1.0,23.2,1.0,0.0,0
Brooklyn,Private room,5.0,25.1,0.0,0.0,0
Queens,Entire home/apt,4.0,55.7,1.0,361.0,1
Brooklyn,Private room,3.0,32.4,8.0,0.0,0
Manhattan,Entire home/apt,30.0,52.3,3.0,298.0,1
Brooklyn,Private room,2.0,68.3,5.0,64.0,2
Queens,Entire home/apt,3.0,,85.0,330.0,2
Manhattan,Entire home/apt,14.0,82.3,31.0,78.0,2
Manhattan,Entire home/apt,1.0,57.3,0.0,0.0,2
Manhattan,Entire home/apt,30.0,59.3,,200.0,2
Brooklyn,Private room,1.0,63.4,0.0,365.0,1
Queens,Private room,2.0,32.9,23.0,178.0,1
Queens,Private room,1.0,25.6,9.0,301.0,0
Manhattan,Private room,7.0,67.3,13.0,13.0,1
Brooklyn,Private room,2.0,23.1,0.0,43.0,0
Manhattan,Entire home/apt,7.0,78.7,,189.0,3
Brooklyn,Entire home/apt,7.0,62.4,14.0,326.0,2
Bronx,Entire home/apt,1.0,50.2,1.0,14.0,1
Manhattan,Entire home/apt,4.0,73.1,7.0,188.0,2
Manhattan,Entire home/apt,2.0,61.6,10.0,5.0,1
Brooklyn,Private room,4.0,29.4,1.0,0.0,0
Manhattan,Entire home/apt,4.0,,1.0,181.0,1
Manhattan,Private room,1.0,83.0,4.0,0.0,2
Manhattan,Entire home/apt,29.0,62.3,1.0,338.0,2
Manhattan,Private room,2.0,41.9,47.0,0.0,1
Manhattan,Private room,1.0,60.8,1.0,0.0,1
Brooklyn,Private room,1.0,32.5,2.0,0.0,1
Bronx,Entire home/apt,3.0,51.3,7.0,42.0,1
Manhattan,Private room,5.0,45.6,4.0,0.0,1
Staten Island,Private room,10.0,,0.0,89.0,0
Brooklyn,Private room,1.0,66.3,12.0,364.0,2
Brooklyn,Entire home/apt,1.0,73.3,0.0,0.0,2
Manhattan,Private room,1.0,41.0,52.0,276.0,1
Brooklyn,Entire home/apt,4.0,75.3,,0.0,2
Brooklyn,Private room,20.0,47.9,3.0,275.0,1
Brooklyn,Private room,4.0,72.2,2.0,114.0,2
Brooklyn,Private room,7.0,38.7,1.0,0.0,1
Bronx,Private room,2.0,46.0,1.0,156.0,1
Brooklyn,Entire home/apt,15.0,65.6,6.0,0.0,1
Brooklyn,Shared room,30.0,14.5,5.0,365.0,0
Manhattan,Entire home/apt,7.0,56.8,1.0,0.0,1
Queens,Entire home/apt,7.0,67.7,0.0,365.0,2
Queens,Private room,1.0,17.0,0.0,0.0,0
Manhattan,Entire home/apt,30.0,80.8,0.0,332.0,2
Brooklyn,Private room,2.0,30.1,99.0,334.0,1
Manhattan,Private room,1.0,60.2,2.0,0.0,1
Queens,Entire home/apt,3.0,93.0,1.0,89.0,3
Brooklyn,Entire home/apt,1.0,94.4,15.0,43.0,3
Brooklyn,Private room,3.0,33.8,11.0,330.0,1
Brooklyn,Private room,1.0,48.2,30.0,1.0,1
,Entire home/apt,5.0,93.5,0.0,84.0,3
Brooklyn,Entire home/apt,30.0,67.1,0.0,211.0,2
Brooklyn,Private room,4.0,20.4,28.0,0.0,0
Brooklyn,Entire home/apt,2.0,76.1,29.0,45.0,2
Manhattan,Entire home/apt,7.0,49.7,11.0,0.0,1
Manhattan,Entire home/apt,4.0,76.5,4.0,0.0,2
Queens,Entire home/apt,1.0,23.2,14.0,356.0,0
Brooklyn,Entire home/apt,1.0,86.4,1.0,365.0,3
Brooklyn,Private room,3.0,21.2,2.0,0.0,0
Queens,Private room,1.0,18.2,72.0,296.0,0
Brooklyn,Entire home/apt,12.0,35.6,1.0,0.0,1
Brooklyn,Private room,1.0,42.6,1.0,0.0,1
Brooklyn,Entire home/apt,5.0,76.1,72.0,325.0,2
Brooklyn,Entire home/apt,3.0,76.1,3.0,192.0,2
Queens,Private room,1.0,30.4,12.0,0.0,1
Manhattan,Entire home/apt,4.0,96.2,0.0,121.0,3
Manhattan,Private room,5.0,41.0,3.0,179.0,1
Manhattan,Entire home/apt,1.0,63.9,7.0,232.0,1
Manhattan,Entire home/apt,,64.0,13.0,0.0,1
,Entire home/apt,7.0,89.4,2.0,246.0,3
Manhattan,Private room,,45.1,7.0,1.0,1
Queens,Entire home/apt,2.0,76.0,15.0,59.0,2
Queens,Private room,30.0,48.5,2.0,269.0,1
Manhattan,Private room,3.0,30.9,4.0,0.0,1
Queens,Entire home/apt,3.0,61.1,81.0,9.0,1
Manhattan,Private room,2.0,45.5,18.0,0.0,1
Manhattan,Shared room,3.0,10.7,229.0,312.0,0
Manhattan,Private room,1.0,42.2,1.0,339.0,1
Manhattan,Entire home/apt,1.0,57.2,0.0,0.0,2
Brooklyn,Private room,,54.0,0.0,0.0,1
Manhattan,Entire home/apt,30.0,97.5,0.0,360.0,3
Brooklyn,Entire home/apt,3.0,79.9,3.0,35.0,2
Brooklyn,Entire home/apt,3.0,29.7,7.0,3.0,1
Manhattan,Private room,5.0,36.8,1.0,0.0,1
Bronx,Private room,7.0,19.3,40.0,0.0,0
Brooklyn,Entire home/apt,3.0,56.1,23.0,13.0,1
Brooklyn,Private room,5.0,32.6,12.0,14.0,1
Manhattan,Entire home/apt,2.0,86.6,0.0,0.0,3
Queens,Private room,,20.9,0.0,0.0,0
Brooklyn,Private room,3.0,53.6,49.0,71.0,1
Brooklyn,Shared room,30.0,33.4,3.0,365.0,0
Brooklyn,Private room,3.0,58.0,4.0,0.0,1
Brooklyn,Private room,2.0,45.4,0.0,0.0,1
Manhattan,Private room,2.0,31.7,1.0,10.0,1
Queens,Private room,1.0,34.0,54.0,265.0,1
Brooklyn,Entire home/apt,5.0,97.6,2.0,178.0,3
Queens,Private room,2.0,46.9,67.0,0.0,1
Brooklyn,Private room,2.0,14.7,4.0,0.0,0
Brooklyn,Private room,3.0,43.4,8.0,104.0,1
Queens,Entire home/apt,3.0,76.5,0.0,23.0,2
Brooklyn,Private room,4.0,37.3,4.0,0.0,1
Manhattan,Private room,30.0,33.0,1.0,0.0,1
,Entire home/apt,2.0,66.7,2.0,0.0,1
Brooklyn,Private room,1.0,40.5,4.0,220.0,1
Brooklyn,Entire home/apt,5.0,54.6,7.0,0.0,1
Queens,Private room,1.0,16.7,0.0,0.0,0
Manhattan,,3.0,65.5,4.0,15.0,1
Manhattan,Entire home/apt,30.0,84.4,0.0,203.0,2
Manhattan,Private room,1.0,74.3,,365.0,2
Brooklyn,Private room,3.0,28.8,26.0,0.0,1
Brooklyn,Private room,1.0,55.3,1.0,0.0,1
Queens,Private room,6.0,14.5,2.0,0.0,0
Manhattan,Entire home/apt,14.0,31.9,6.0,3.0,1
Manhattan,Entire home/apt,3.0,38.6,1.0,0.0,1
Manhattan,Private room,1.0,12.5,14.0,128.0,0
Queens,Entire home/apt,28.0,53.9,1.0,365.0,1
Manhattan,Entire home/apt,5.0,56.1,0.0,0.0,2
Manhattan,Entire home/apt,3.0,83.0,17.0,33.0,3
Brooklyn,Private room,2.0,14.1,3.0,3.0,0
Queens,Entire home/apt,1.0,46.6,12.0,161.0,1
Brooklyn,Entire home/apt,2.0,30.1,4.0,93.0,1
Manhattan,Entire home/apt,30.0,67.6,2.0,342.0,2
Brooklyn,Private room,2.0,48.9,5.0,301.0,1
Brooklyn,Entire home/apt,2.0,66.9,5.0,64.0,1
Brooklyn,Private room,,27.5,0.0,0.0,0
Manhattan,Entire home/apt,30.0,57.3,1.0,280.0,2
Brooklyn,Private room,1.0,47.0,1.0,0.0,1
Manhattan,Private room,30.0,61.8,0.0,364.0,1
Staten Island,Entire home/apt,2.0,50.0,8.0,174.0,1
Brooklyn,Entire home/apt,3.0,75.3,0.0,0.0,2
Manhattan,Entire home/apt,30.0,77.5,1.0,337.0,2
Brooklyn,Private room,10.0,30.5,0.0,67.0,0
Brooklyn,Entire home/apt,10.0,64.5,3.0,23.0,1
Brooklyn,Entire home/apt,30.0,74.8,0.0,0.0,2
Brooklyn,Private room,3.0,69.2,5.0,0.0,2
Brooklyn,Private room,1.0,28.6,5.0,0.0,0
Brooklyn,Private room,2.0,19.0,0.0,0.0,0
Brooklyn,,3.0,55.0,29.0,227.0,1
Brooklyn,Private room,2.0,71.4,0.0,0.0,2
Bronx,Shared room,2.0,24.8,5.0,146.0,0
Manhattan,Entire home/apt,2.0,71.5,120.0,229.0,2
Manhattan,Entire home/apt,2.0,47.6,94.0,116.0,1
Brooklyn,Entire home/apt,3.0,58.1,23.0,67.0,1
Manhattan,Entire home/apt,2.0,63.1,0.0,0.0,2
Manhattan,Private room,30.0,43.7,10.0,0.0,1
Queens,Entire home/apt,1.0,57.8,2.0,0.0,1
Manhattan,,7.0,57.5,0.0,0.0,1
Manhattan,Entire home/apt,3.0,47.8,9.0,0.0,1
Brooklyn,Private room,2.0,21.0,9.0,308.0,0
Queens,Entire home/apt,2.0,49.9,36.0,290.0,1
Manhattan,Private room,1.0,36.5,4.0,55.0,1
Manhattan,Private room,3.0,40.0,1.0,0.0,1
Brooklyn,Entire home/apt,90.0,56.4,1.0,35.0,1
Manhattan,Private room,3.0,51.3,0.0,62.0,1
Manhattan,Entire home/apt,5.0,60.1,36.0,136.0,1
Brooklyn,Private room,1.0,47.3,0.0,365.0,1
Queens,Private room,1.0,31.6,0.0,0.0,0
Brooklyn,Private room,3.0,50.5,1.0,13.0,1
Queens,Private room,4.0,48.3,0.0,365.0,1
Queens,Private room,1.0,40.6,37.0,142.0,1
Brooklyn,Private room,1.0,48.5,0.0,19.0,1
Brooklyn,Entire home/apt,4.0,76.0,3.0,16.0,2
Manhattan,Private room,3.0,81.9,,3.0,2
Brooklyn,Entire home/apt,5.0,65.2,1.0,0.0,1
Manhattan,Private room,19.0,52.0,30.0,165.0,1
Brooklyn,Entire home/apt,4.0,75.5,,48.0,2
Brooklyn,Entire home/apt,2.0,74.8,5.0,26.0,2
Manhattan,Entire home/apt,30.0,86.4,0.0,,3
Manhattan,Private room,2.0,30.7,11.0,364.0,1
Bronx,Private room,2.0,42.8,112.0,271.0,1
Brooklyn,Private room,1.0,45.6,9.0,334.0,1
Brooklyn,Private room,1.0,13.8,210.0,189.0,0
Manhattan,Private room,3.0,40.7,6.0,0.0,1
Manhattan,Private room,2.0,12.4,8.0,0.0,0
Brooklyn,Entire home/apt,4.0,93.4,19.0,323.0,3
Brooklyn,Entire home/apt,,64.7,14.0,13.0,1
Brooklyn,Entire home/apt,4.0,62.0,123.0,101.0,1
Brooklyn,Entire home/apt,4.0,53.7,19.0,80.0,1
Manhattan,Private room,30.0,34.8,10.0,359.0,0
Manhattan,Entire home/apt,10.0,60.2,0.0,0.0,1
Manhattan,Entire home/apt,12.0,63.8,16.0,35.0,1
Manhattan,Entire home/apt,4.0,88.4,24.0,264.0,3
Brooklyn,Private room,2.0,67.8,30.0,13.0,1
Queens,Entire home/apt,2.0,83.9,0.0,52.0,2
Brooklyn,Private room,,42.0,4.0,0.0,1
Brooklyn,Private room,5.0,19.2,3.0,0.0,0
Brooklyn,Private room,2.0,27.1,0.0,0.0,0
Brooklyn,Private room,,43.9,0.0,0.0,1
Manhattan,Private room,3.0,45.0,7.0,0.0,1
Brooklyn,Private room,4.0,18.6,27.0,317.0,0
Bronx,Entire home/apt,2.0,54.9,0.0,0.0,1
Brooklyn,Entire home/apt,2.0,67.8,5.0,2.0,2
Queens,Private room,1.0,50.7,0.0,365.0,1
Manhattan,Entire home/apt,30.0,90.3,2.0,188.0,3
Manhattan,Entire home/apt,2.0,67.7,16.0,16.0,2
Bronx,Private room,7.0,34.6,0.0,180.0,1
Brooklyn,Entire home/apt,28.0,28.7,0.0,4.0,1
Manhattan,Private room,1.0,65.2,10.0,364.0,2
Manhattan,Entire home/apt,5.0,70.2,6.0,208.0,2
Brooklyn,Entire home/apt,7.0,73.4,13.0,33.0,2
Brooklyn,Private room,1.0,52.4,28.0,0.0,1
Manhattan,Entire home/apt,30.0,82.8,0.0,337.0,3
Manhattan,Private room,3.0,43.2,13.0,0.0,1
Brooklyn,Shared room,30.0,27.7,2.0,365.0,0
Brooklyn,Entire home/apt,3.0,98.3,4.0,359.0,3
Manhattan,Private room,1.0,52.6,1.0,0.0,1
Queens,Entire home/apt,2.0,66.3,11.0,303.0,2
Queens,Entire home/apt,2.0,70.7,1.0,266.0,2
Manhattan,Private room,1.0,29.3,1.0,60.0,1
Manhattan,Private room,1.0,44.6,35.0,94.0,1
Manhattan,Private room,2.0,47.2,0.0,365.0,1
Queens,Private room,2.0,36.3,3.0,0.0,1
Queens,Private room,3.0,51.1,90.0,24.0,1
Brooklyn,Entire home/apt,1.0,65.4,1.0,365.0,2
Queens,Entire home/apt,4.0,55.0,21.0,133.0,1
Manhattan,Entire home/apt,1.0,45.0,4.0,0.0,1
Manhattan,Entire home/apt,3.0,67.5,13.0,0.0,2
Manhattan,Entire home/apt,30.0,71.9,1.0,189.0,2
Brooklyn,Private room,1.0,28.7,75.0,285.0,1
Brooklyn,Private room,1.0,29.6,4.0,,0
Brooklyn,Entire home/apt,30.0,29.4,7.0,0.0,1
Brooklyn,Private room,60.0,28.7,0.0,365.0,0
Brooklyn,Private room,1.0,29.4,3.0,1.0,1
Brooklyn,Private room,2.0,34.8,,66.0,1
Manhattan,Entire home/apt,6.0,64.3,11.0,174.0,1
Staten Island,Private room,3.0,53.7,23.0,172.0,1
Brooklyn,Private room,1.0,39.2,19.0,0.0,1
Brooklyn,Private room,3.0,34.2,7.0,0.0,0
Brooklyn,Private room,2.0,25.7,6.0,2.0,0
Queens,Private room,6.0,20.4,2.0,0.0,0
Manhattan,Entire home/apt,2.0,63.5,3.0,0.0,1
Manhattan,Private room,4.0,36.0,1.0,0.0,1
Manhattan,Entire home/apt,3.0,51.1,13.0,207.0,1
Manhattan,Private room,1.0,45.7,0.0,87.0,1
Queens,Entire home/apt,7.0,38.5,27.0,0.0,1
Brooklyn,Private room,3.0,31.7,5.0,0.0,1
Brooklyn,Entire home/apt,1.0,76.3,35.0,,3
Manhattan,Private room,2.0,49.3,16.0,0.0,1
Manhattan,Entire home/apt,4.0,80.5,44.0,335.0,2
Brooklyn,Entire home/apt,2.0,54.5,7.0,0.0,1
Brooklyn,Private room,2.0,52.2,142.0,306.0,1
Brooklyn,Entire home/apt,2.0,74.4,0.0,12.0,2
Manhattan,Entire home/apt,30.0,71.3,3.0,147.0,2
Manhattan,Entire home/apt,29.0,75.9,0.0,37.0,2
Brooklyn,Private room,1.0,84.3,0.0,0.0,2
Brooklyn,Private room,1.0,41.8,75.0,64.0,1
Manhattan,Entire home/apt,2.0,70.7,4.0,22.0,2
Brooklyn,Private room,2.0,39.2,3.0,96.0,1
Brooklyn,Entire home/apt,2.0,59.9,19.0,209.0,1
Manhattan,Entire home/apt,1.0,50.9,64.0,135.0,1
,Shared room,1.0,20.9,115.0,0.0,0
Manhattan,Private room,5.0,33.7,2.0,6.0,1
Brooklyn,Private room,7.0,29.0,0.0,0.0,1
Manhattan,Entire home/apt,3.0,68.5,0.0,270.0,2
Brooklyn,Entire home/apt,1.0,92.3,0.0,0.0,3
Brooklyn,Entire home/apt,4.0,28.7,6.0,0.0,1
Bronx,Private room,1.0,14.9,2.0,18.0,0
Manhattan,Entire home/apt,30.0,75.6,1.0,160.0,2
Brooklyn,Shared room,1.0,26.6,0.0,345.0,0
Queens,Private room,2.0,32.6,2.0,266.0,1
Manhattan,Entire home/apt,2.0,66.3,2.0,53.0,2
Brooklyn,Entire home/apt,1.0,56.9,,0.0,1
Brooklyn,Entire home/apt,5.0,50.1,9.0,1.0,1
Brooklyn,Private room,7.0,10.9,2.0,89.0,0
Brooklyn,Private room,1.0,37.4,73.0,251.0,1
